Genes,logFC,P.Value
RIMBP3,-1.188247916,0.007158403
RIMBP3,-0.952170276,0.012372211
RIMKLA,-1.137680312,1.86E-14
RIMKLA,-0.629704443,0.00075446
RIMKLA,-0.997576668,0.039546568
RIMKLB,-0.636737408,1.14E-05
RIMKLB,-0.654108828,1.57E-09
RIMS1,-1.017881798,0.000149548
RIMS1,-0.79855631,1.94E-39
RIMS1,-0.790944441,0.000342172
RIMS2,2.555484662,0.003361026
RIMS2,-0.786202813,0.000153741
RIMS3,-1.065316126,0.018117116
RIMS3,-0.957513182,5.82E-06
RIMS3,-1.248593991,2.79E-72
RIMS3,-1.005530988,9.11E-05
RIMS3,-0.813781909,0.000103878
RIN1,-1.466282751,2.58E-32
RIN2,-1.445711913,1.28E-07
RIN2,-0.609739808,0.000175334
RIN2,-0.758054853,0.004842844
RIN3,-1.270281604,0.000528316
RIN3,2.643174785,8.18E-55
RIPK1,-0.640773754,2.66E-05
RIPK1,-0.560377098,3.34E-05
RIPK1,2.511174877,6.06E-105
RIPK2,1.686387587,0.000591404
RIPK2,1.941360278,3.78E-07
RIPK3,-0.538719815,0.03004325
RIPOR2,-0.763454902,1.61E-16
RIPOR3,2.288709672,4.70E-06
RIT2,-0.930884777,8.72E-05
RIT2,-1.290230085,2.36E-54
RIT2,-0.595312286,5.63E-05
RITA1,-1.453503027,7.55E-10
RLBP1,-0.727892027,0.000283966
RLBP1,-1.52233095,1.72E-13
RLBP1,-0.667904641,0.000276213
RLBP1,-0.881547592,0.03046067
RLBP1L1,-0.645752452,0.017196683
RLIM,-0.668609997,0.000486939
RLN1,1.665980278,0.028443395
RMDN1,-0.709559417,0.000710794
RMDN1,-0.626508999,0.002451653
RMI1,-0.639258495,0.00021807
RMI1,-0.635016542,5.47E-06
RMI2,2.398077866,0.006024727
RMI2,2.367999329,0.007232915
RMND1,-0.538755003,0.000475936
RMND1,-0.57594109,0.000811328
RMND1,-0.947819402,1.54E-11
RMND1,-0.579774888,0.037446881
RMND1,-0.613111669,0.005527152
RMND1,-0.574236322,0.01168772
RMND5A,-0.981612092,1.18E-05
RMND5A,-0.572012515,5.03E-16
RMND5A,-0.509040811,0.002104523
RNASE4,-0.865764861,0.001058759
RNASE4,-0.584281373,0.002444012
RNASE4,-0.52243569,0.002617646
RNASE4,-0.534886529,0.002832441
RNASE6,-1.084044662,0.00554623
RNASE6,4.077216098,3.22E-15
RNASE7,-0.560449953,0.007181374
RNASEH2A,-0.652621342,0.000154427
RNASEH2A,-0.605159992,0.000996607
RNASEH2C,-0.815811621,0.000399346
RNASEH2C,-0.531555242,0.001076277
RNASEK,-0.646056996,0.000136128
RNASEK,-0.794201968,1.45E-08
RNASEK,-0.676443201,9.33E-05
RNASET2,-0.616666923,8.49E-05
RNASET2,-0.59630677,2.65E-05
RNASET2,-0.634489445,0.000157526
RNASET2,-0.664676922,0.000517599
RNASET2,-0.772987926,3.15E-05
RNASET2,-0.734200144,6.81E-05
RND1,1.616823894,2.27E-05
RND1,1.75073163,1.76E-61
RND1,1.75763018,0.004986567
RND1,1.764627915,0.033506858
RND2,-0.899483062,0.000456278
RND2,-1.216360743,8.04E-36
RND2,-0.997135734,0.001536461
RND2,-0.540973584,0.027649703
RND3,1.721193373,3.50E-06
RND3,2.497492112,1.08E-09
RND3,1.895280803,1.11E-07
RND3,2.079587847,5.34E-07
RND3,1.989611232,2.00E-06
RND3,1.5901647,6.11E-06
RND3,1.705521161,1.22E-85
RND3,1.535893817,3.11E-05
RND3,2.132531574,1.51E-07
RND3,2.557300941,1.10E-06
RNF11,-0.781600106,1.53E-29
RNF112,-1.38141212,0.000103566
RNF112,-0.982761046,6.02E-30
RNF112,-0.724794971,0.000406039
RNF114,1.547064093,2.69E-07
RNF122,-1.027180835,3.11E-06
RNF122,-0.834766575,7.02E-05
RNF123,-0.642882752,0.000160985
RNF123,-0.654312171,3.92E-05
RNF125,-0.598883143,0.000343323
RNF125,4.128977525,7.51E-72
RNF125,1.780926874,0.001216626
RNF128,-4.097089421,0.000798967
RNF128,-0.510955458,0.0020271
RNF13,-0.689092909,1.45E-21
RNF130,-0.582075118,2.54E-05
RNF130,-0.936437796,0.001389384
RNF130,-0.585721003,0.000107213
RNF130,-0.658512439,1.18E-24
RNF133,-0.593541533,5.67E-05
RNF135,-0.533362623,0.000563017
RNF135,2.145503578,3.72E-26
RNF141,-0.71566533,0.000144461
RNF141,-0.675285514,0.000215798
RNF141,-0.530051434,0.000268463
RNF141,-0.945696152,1.70E-30
RNF141,-0.541801618,0.003090843
RNF144A,-0.950849412,4.09E-07
RNF144A,-0.605126663,0.001139965
RNF145,-0.500567165,0.015621234
RNF148,-0.542921283,0.018173963
RNF149,2.373716647,1.25E-178
RNF150,-0.623519587,2.46E-14
RNF152,-0.883589995,5.96E-05
RNF152,-0.794369497,9.19E-06
RNF157,-0.514998415,0.000138279
RNF157,-0.812018498,0.000162474
RNF157,-1.22768384,2.95E-66
RNF160,-0.78858886,0.003020267
RNF160,-0.686338865,6.65E-05
RNF165,-0.695126424,5.08E-05
RNF165,-0.613425924,0.000500939
RNF165,-0.927726717,1.70E-16
RNF165,-1.553091861,0.010971189
RNF166,-1.618900853,0.004948956
RNF167,-0.77501409,0.004692846
RNF167,-0.828684117,0.010658263
RNF167,-0.859974221,0.034697422
RNF170,-1.030474193,2.33E-05
RNF170,-1.098255229,2.83E-05
RNF170,-1.088415684,1.57E-17
RNF170,-0.720480058,0.001062977
RNF170,-0.572014211,0.000208486
RNF170,-0.593660653,0.026992811
RNF175,-0.605426569,4.21E-05
RNF182,-0.779101936,0.039724368
RNF183,2.261446918,0.034614946
RNF187,-0.522049069,0.022275151
RNF19B,1.969670266,0.011452306
RNF19B,2.173431606,1.05E-165
RNF208,-0.958021547,1.32E-05
RNF208,-1.113049058,1.71E-15
RNF208,-0.708573834,0.003361511
RNF212,4.2533804,1.45E-06
RNF212B,6.061879767,0.000367341
RNF213,-0.632206916,0.000256433
RNF213,4.158116815,4.26E-08
RNF213,3.455043166,4.31E-08
RNF213,3.065586619,6.45E-08
RNF213,3.603864151,7.48E-08
RNF213,3.577771991,1.01E-07
RNF213,3.612317208,1.21E-07
RNF213,3.853079207,1.30E-07
RNF213,3.626383706,1.58E-07
RNF213,3.293777614,2.56E-07
RNF213,4.051003967,3.25E-07
RNF213,3.611398595,3.49E-07
RNF213,3.318484932,5.15E-07
RNF213,3.330917428,1.80E-06
RNF213,2.824780102,2.04E-06
RNF213,2.720112124,3.19E-06
RNF213,5.049021386,0
RNF213,4.597658859,1.08E-08
RNF213,3.676227931,0.002824233
RNF216,-0.580343707,0.004726858
RNF216,-0.581221836,0.011204535
RNF222,2.993621087,0.041069446
RNF225,3.146340271,8.14E-31
RNF227,-0.957890864,1.22E-24
RNF26,-0.634254489,2.93E-05
RNF26,-0.562629415,2.70E-05
RNF26,-0.607678196,0.000165118
RNF26,-0.659878447,0.004850005
RNF26,-0.529606754,0.018054335
RNF31,1.531471511,4.89E-35
RNF32,-0.754646784,2.10E-06
RNF32,-0.882407668,0.001271165
RNF4,-0.871021247,5.96E-06
RNF4,-0.763774407,7.71E-06
RNF5,-0.662545144,4.81E-05
RNF5,-1.243168043,1.71E-09
RNFT2,-0.772916911,0.000289038
RNFT2,-0.655188674,0.000810592
RNFT2,-0.59753142,0.00212335
RNFT2,-0.86428208,1.16E-05
RNFT2,-0.673938257,0.00012775
RNFT2,-0.518993848,0.000344294
RNFT2,-1.140521449,2.98E-33
RNFT2,-0.779731418,6.05E-05
RNGTT,-0.543329095,0.001279021
RNH1,2.464451322,9.19E-160
RNH1,1.673007192,4.10E-05
RNH1,-0.58062732,0.000303773
RNLS,1.684694356,9.45E-20
RNLS,-0.552982565,0.000579295
RNMT,2.180947552,9.74E-08
RNPC3,-0.85466933,0.019805992
RNPEP,-0.687622161,1.40E-05
RNPEP,-0.550283332,0.001365934
RNPEP,-0.590863928,0.001360134
RNPEP,-0.523801454,0.001257346
RNPEPL1,-0.658395829,0.019559098
RNPS1,-0.633216317,0.000180386
RNU11,-0.667889161,0.000529478
RNU2-63P,1.762180385,0.020408051
RNU6-891P,4.937664148,0.012237982
RNVU1-22,2.264531573,0.019233353
RNVU1-7,1.583216445,0.009806391
RNY3,-0.563777007,1.45E-05
RO60,-0.905288038,1.94E-30
ROBO1,-0.731093006,0.0078286
ROBO1,-0.672511516,2.63E-05
ROBO1,-0.897175767,8.44E-06
ROBO1,-1.365111151,9.03E-63
ROBO1,-1.043580045,2.75E-05
ROBO2,-1.374793752,2.03E-06
ROBO2,-1.883814391,1.21E-141
ROBO2,-1.312333897,0.000229789
ROBO3,-0.531966526,0.000198064
ROBO4,2.068900953,2.17E-14
ROCK1,-0.508945454,0.004673782
ROCK1P1,1.769035932,1.01E-08
ROCK1P1,1.584076663,3.24E-06
ROCK2,-0.770003088,2.80E-06
ROCK2,-0.581397962,2.05E-05
ROCK2,-0.52165753,0.003272943
ROCK2,-0.65621432,0.007669709
ROD1,2.270518401,0.013241976
ROGDI,-1.871345641,4.04E-05
ROGDI,-0.550272045,0.000608702
ROGDI,-1.128805254,6.41E-24
ROGDI,-0.773988555,6.85E-05
ROMO1,-0.727031806,9.96E-06
ROR1,-2.79529842,0.000259584
ROR1,-0.512314156,0.006563657
ROR1,-0.590346769,0.007644422
ROR1,-0.593694027,0.00038955
ROR2,2.190112803,0.025113317
RORA,1.523457199,5.85E-05
RORA,-0.504371764,0.002960027
RORA,1.533433093,1.04E-06
RORA,1.614623405,3.10E-06
RORB,3.699083044,0.000514014
RORB,-0.702056503,0.000130639
RORB,-0.969302778,4.00E-27
RORB,-0.608730741,0.0115789
ROS1,2.056717853,0.000174866
RP1L1,4.262069402,4.15E-09
RP2,-0.632651191,2.47E-06
RP23-157O10.7,-0.804545668,7.32E-06
RPA1,-0.799933007,1.63E-06
RPA1,-0.719070011,3.53E-05
RPA3,-0.80922887,0.000320178
RPA3,-0.522539818,0.021484248
RPA3,-0.612301113,0.000553057
RPF2,-0.731310913,0.000246478
RPF2,-1.013750558,0.032722004
RPF2,-0.770207706,0.001192217
RPGRIP1L,-1.277356615,0.009439183
RPGRIP1L,-0.661966694,5.97E-05
RPGRIP1L,-1.169346491,2.40E-13
RPGRIP1L,-0.921544902,0.002148093
RPH3A,-1.183170627,9.27E-06
RPH3A,-1.30703678,1.11E-93
RPH3A,-2.162855925,0.023090805
RPH3AL,-0.617918576,0.000372907
RPIA,-0.585368332,2.99E-05
RPIA,-0.606004177,0.000831127
RPL10A,-0.879597417,0.005442101
RPL10P16,-0.698774287,0.015956932
RPL10P7,3.253707614,0.004046118
RPL13,-0.714682316,0.01365675
RPL13A-PS1,4.430661734,0.036512068
RPL13AP7,1.885300847,0.020690209
RPL14,-0.675327803,0.002893739
RPL14,-0.903279312,0.034516265
RPL21P16,-0.708394487,0.018515928
RPL22P2,-2.192472576,0.01047083
RPL23,-0.657088256,0.017172922
RPL23AP82,-0.972515906,0.000227512
RPL27A,-1.541268581,1.30E-07
RPL27A,-0.502245314,0.030819354
RPL27A,-0.957271128,0.000371395
RPL27A,-0.697822982,0.000918065
RPL27A,-0.687437547,0.019875806
RPL28,-0.530216939,0.004870379
RPL28,-0.621023406,0.000469742
RPL29-PS2,-3.405992621,0.018208857
RPL3,-0.636249394,0.0129302
RPL31,-0.5499685,0.00051354
RPL31,-0.632958865,0.001011578
RPL31,-0.583710997,0.000268928
RPL31,-0.575264195,0.002661896
RPL31,-0.661687861,0.00082216
RPL31-PS25,3.630949027,0.007232711
RPL32P17,5.661209049,0.000781298
RPL34-DT,-1.779941446,0.001284193
RPL35A,-0.665348555,5.26E-06
RPL35A,-0.549272937,0.007614019
RPL35A,-0.584313018,0.002524001
RPL35A,-0.500916711,0.002882655
RPL36A,-0.651165322,1.15E-12
RPL37,-0.577959439,0.000208676
RPL37A,-0.536177137,0.000317937
RPL37A,-0.613915711,0.020464512
RPL37A-DT,-1.364821217,0.000897065
RPL3P4,-0.813237827,0.004008018
RPL4,-0.636910809,0.014054246
RPL4 /// SNORD16,-0.804351619,1.54E-05
RPL41,-0.500874298,0.003371766
RPL6,-0.573441668,0.027171339
RPL6P27,-0.519302787,0.048156892
RPL7,-0.755951188,0.00331899
RPL7A,-0.758232718,0.004598941
RPL7L1,-1.001193665,4.97E-07
RPL7L1,-0.909559159,1.47E-06
RPL7L1,-0.767988999,4.19E-06
RPL7L1,-0.741713734,3.30E-06
RPL7L1,-0.7384152,3.00E-06
RPL7L1,-0.566888173,0.005566539
RPL7P9,-0.578967539,0.026161024
RPL8,-0.625900863,0.006541393
RPLP0,-0.754982296,0.007408125
RPLP2,-0.553304334,0.032012953
RPN1,-0.561365407,0.000291132
RPN1,-0.525005685,0.00179648
RPN1,-0.524969944,0.003719948
RPN1,-0.653771581,0.00241836
RPN1,-0.547500527,0.000795982
RPP14,-1.159673213,0.011175934
RPP14,-0.564560707,0.004962515
RPP14,-0.640941088,4.68E-05
RPP25,-0.656823131,5.35E-06
RPP25,-0.544475461,0.003357197
RPP25,-1.034050034,0.000120868
RPP25,-1.335569432,1.47E-07
RPP25,-0.975189485,0.000862004
RPP30,-0.77068661,2.41E-05
RPP30,-0.559319309,0.001425845
RPP30,-0.619177258,0.001504212
RPP40,-0.678905307,4.14E-05
RPP40,-0.890662418,0.00965141
RPRD1A,-0.594807611,0.000635938
RPRD1A,-0.595976944,1.02E-12
RPRD1A,-0.788407192,0.02418738
RPRD2,-0.680029499,0.003602098
RPRD2,1.812250841,0.002811615
RPRM,-0.676958822,0.000122116
RPRM,-0.948327353,3.66E-08
RPRM,-0.576458978,0.00152185
RPRML,-0.51624519,0.000529935
RPS11,-0.591845246,0.011753105
RPS14,-0.682793304,3.25E-06
RPS14,-0.638895846,7.09E-06
RPS15A,-0.894520484,2.98E-05
RPS15A,-0.851084943,6.59E-05
RPS15A,-0.690204961,0.000387345
RPS15A,-0.665860389,0.000569607
RPS15A,-0.574710458,0.001815171
RPS15A-PS2,-0.590356708,8.83E-05
RPS15A-PS4,3.513731218,0.009818383
RPS16P2,-7.295368999,8.83E-06
RPS18-PS4,4.895774276,0.012741757
RPS18P9,-1.301692971,0.018451319
RPS19P1,3.482914372,0.044149353
RPS20,-0.599685336,0.00013094
RPS20,-0.58723756,0.000186877
RPS21,-1.043034434,0.040549478
RPS21,-0.891777938,0.043162904
RPS23,-0.617909234,2.27E-05
RPS23,-0.62814969,0.00014619
RPS23,-0.893900274,6.41E-05
RPS23,-0.843512141,2.30E-05
RPS25,-0.648093232,0.000303632
RPS27A,-1.471252511,0.000196705
RPS27A,-1.330616293,0.000232311
RPS27A,-0.516687524,0.003382385
RPS27A,-0.517583,0.007504163
RPS27L,1.849549644,6.31E-05
RPS27P16,2.184358427,0.00434757
RPS28,-0.792313127,1.36E-05
RPS28,-0.60712816,0.011439384
RPS28,-0.566559828,0.000204269
RPS3A,-0.710793999,0.000434231
RPS3A,-0.568042072,0.016264826
RPS4Y1,-0.683282352,0.02619839
RPS5,-0.724600347,0.015229156
RPS6,-0.541562408,0.033646474
RPS6KA1,-0.503792182,0.000188626
RPS6KA1,-1.499718534,0.005039469
RPS6KA2,-1.499447549,0.013781004
RPS6KA2,-0.615081208,0.003178081
RPS6KA2,-0.848702608,3.16E-16
RPS6KA2,-0.551600483,0.000990162
RPS6KA2,-0.591002694,0.005093538
RPS6KA2,-0.537308659,0.006061069
RPS6KA3,-0.742920807,0.000299583
RPS6KA4,-0.618420526,1.00E-06
RPS6KA4,-0.570331159,0.001952392
RPS6KA5,-0.919959857,0.000101245
RPS6KB1,-0.524065276,0.001986361
RPS6KB1,-0.551549972,0.005711091
RPS6KB2,-0.66310314,0.043063498
RPS8,-0.729784358,0.005116728
RPSA /// SNORA6,-0.831640969,0.000118802
RPSA /// SNORA62,-1.039144829,8.61E-06
RPSAP39,4.416242121,1.32E-05
RPTOR,-0.514805049,0.001983241
RPTOR,-0.796863672,0.000582495
RPTOR,-0.590509345,0.000831663
RPUSD1,-0.516721001,0.001064412
RPUSD1,-0.928842771,5.80E-07
RRAD,3.151701188,0.013409366
RRAD,1.754657353,0.000179355
RRAD,2.255291387,3.43E-11
RRAGB,-0.934256033,0.000322251
RRAGB,-0.848727719,3.90E-22
RRAGD,-1.314415788,0.003464283
RRAGD,-1.2057573,5.25E-06
RRAGD,-0.503613002,0.000538172
RRAGD,-1.415592349,3.74E-56
RRAGD,-1.03362206,0.001538071
RRAGD,-0.557410384,0.002107808
RRAS,1.717030682,2.15E-15
RRAS,-0.948655765,0.000350628
RRAS2,-0.641044099,0.03810482
RRBP1,1.635068838,2.35E-112
RREB1,-0.990455822,4.14E-07
RREB1,-0.982340355,2.47E-07
RREB1,-0.542091815,2.56E-05
RREB1,-0.510951335,0.006671783
RREB1,-0.523765074,0.00257188
RRH,2.759325346,6.10E-09
RRM1,-0.644309045,2.02E-05
RRM1,-0.573799652,5.03E-05
RRM1,-0.550440944,2.16E-05
RRM2,-0.970439613,4.75E-07
RRM2,-0.712917986,6.24E-06
RRM2,-0.518496357,0.000295258
RRM2B,-0.514196834,0.003968957
RRM2B,-1.042490246,5.23E-16
RRN3 /// RRN3P1 /// RRN3P2,1.933196262,1.41E-09
RRN3 /// RRN3P1 /// RRN3P2,2.091913613,6.26E-06
RRN3 /// RRN3P1 /// RRN3P2,2.146531387,8.07E-07
RRN3P1,-0.791098282,0.041095154
RRN3P4,3.019266539,8.91E-10
RRP1,-1.028555058,0.039011541
RRP15,-0.787728856,2.09E-06
RRP15,-0.743948242,0.004744007
RRP15,-0.533952956,0.00067993
RRP1B,-0.796361409,1.24E-06
RRP1B,-0.507059189,0.001146416
RRP7A,-0.547789859,0.000380724
RRP7A,-0.605979582,0.000212266
RRP7A,-0.525710751,0.000592595
RRP7A /// RRP7BP,-0.605691924,0.000405392
RRS1,-0.655498733,0.000142448
RSAD1,-1.329995514,1.69E-09
RSAD2,3.07197589,2.69E-07
RSAD2,1.879309595,1.31E-05
RSAD2,4.642872278,2.37E-10
RSAD2,5.413116144,9.70E-10
RSAD2,5.179665219,4.66E-09
RSAD2,8.463417819,0
RSAD2,5.499401701,3.45E-09
RSAD2,4.53672475,1.32E-07
RSAD2,4.481360265,1.65E-06
RSAD2,2.064002663,5.20E-07
RSAD2,1.861723173,5.37E-07
RSAD2,3.334941933,0.007463909
RSAD2,3.401808346,0.005680019
RSAD2,4.777209249,0.002253132
RSC1A1,-0.705213367,0.008827383
RSF1,-0.579023718,0.01184125
RSF1,-0.531609211,0.014366399
RSL1,-0.805084817,0.006288549
RSL1D1,-0.894350431,1.88E-05
RSPH14,-0.597799853,0.000504314
RSPH3B,-0.809201056,0.000726807
RSPH6A,-1.572499856,0.038393971
RSPO1,-1.527375075,0.000629526
RSPO1,-0.652783288,0.043677675
RSPO2,-1.087967092,1.09E-07
RSPO3,-0.58530982,0.000885374
RSPO3,-0.61188845,8.00E-05
RSPRY1,-0.587112802,1.83E-08
RSRC1,-0.645651859,0.003469825
RSRC2,1.664445582,5.95E-08
RSRC2,1.722851779,6.02E-08
RSRC2,1.723833003,3.55E-09
RSRC2,1.73221726,5.79E-08
RSRC2,1.746157991,1.40E-08
RSRC2,1.76508707,4.08E-08
RSRC2,1.775404106,2.08E-09
RSRC2,1.640100621,3.15E-07
RSRC2,1.792412302,5.53E-07
RSRC2,1.669773292,1.24E-06
RSRC2,1.687482533,1.25E-06
RSRC2,1.669101119,2.98E-06
RSRC2,1.678010809,9.67E-06
RSRC2,1.701103748,1.37E-05
RSRC2,1.524127817,3.06E-07
RSRC2,1.768877212,1.68E-06
RSRC2,1.73090693,2.67E-06
RSRP1,1.554876291,1.46E-06
RSU1,-0.79131162,1.44E-06
RSU1,-0.703150903,0.002000239
RSU1,-0.597957253,0.000798834
RSU1,-0.620053177,0.00029385
RSU1,-0.66091019,0.000338097
RTF1,-0.511437686,0.001390319
RTKN2,-0.591113064,0.000439133
RTKN2,-0.554854461,0.022546588
RTL4,-0.775784379,4.66E-09
RTL6,-1.183177853,1.05E-27
RTL8A,-0.796492323,6.64E-06
RTL8B,-1.412180209,4.27E-05
RTL8B,-0.711421041,4.95E-08
RTL8C,-0.737784511,0.031624017
RTL8C,-0.914161331,2.73E-14
RTL9,2.691818737,0.00081856
RTL9,-0.650413044,0.012805616
RTN1,-0.537613967,0.000245434
RTN1,-0.521438703,0.000768739
RTN1,-0.826460559,0.000137563
RTN1,-1.052227141,5.64E-76
RTN1,-0.545612936,0.000134849
RTN2,-0.558817378,0.00035405
RTN2,-0.923223139,9.62E-21
RTN3,-0.815278458,0.018465605
RTN3,-0.539000134,0.000376069
RTN3,-0.982777084,3.15E-64
RTN3,-0.500408428,0.003359388
RTN3,-0.720248138,0.000155141
RTN3,-0.831417579,0.000213701
RTN3,-0.723925222,0.000694224
RTN3,-0.730833675,0.001079361
RTN3,-0.696854613,0.002088934
RTN3,-0.782405894,0.002208523
RTN3,-0.711837557,0.006055712
RTN3,-0.541930872,0.002219456
RTN3,-0.67642584,0.002259093
RTN3,-0.776587231,0.022154004
RTN4,-0.828075462,0.000109209
RTN4,-0.541988862,0.001839024
RTN4IP1,-0.504515237,0.003222054
RTN4R,-1.292170289,1.59E-06
RTN4R,-1.895013289,0.017790508
RTN4R,-0.915828901,0.000110058
RTN4R,-0.627390967,0.001449651
RTN4R,-1.015871294,4.80E-16
RTN4R,-1.119248952,0.031061983
RTN4RL1,-0.808874211,6.28E-06
RTN4RL1,-0.86653108,7.55E-05
RTN4RL1,-0.599459853,0.002896821
RTN4RL1,-0.576349534,0.036065994
RTN4RL2,-1.778106,0.028798457
RTN4RL2,-0.644466336,0.000883164
RTP4,3.872850899,8.37E-10
RTP4,1.840827248,3.23E-05
RTP4,3.968266229,2.78E-264
RTP4,3.931201517,4.11E-08
RTP4,2.562841444,2.74E-09
RTP4,3.328426798,0.00467843
RUBCN,-1.031739377,1.25E-34
RUBCNL,-1.563974493,0.017456477
RUBCNL,2.745202468,1.24E-34
RUBIE,3.742722913,0.042161122
RUFY2,-0.553084093,0.002433261
RUFY3,-0.759932888,0.007205286
RUFY4,1.776467511,0.034440117
RUFY4,4.337759374,0.00042396
RUNDC3A,-0.934086042,1.47E-44
RUNDC3B,-0.948579592,2.90E-05
RUNDC3B,-0.780847458,0.000233513
RUNDC3B,-0.565123043,3.40E-08
RUNDC3B,-0.606795792,0.000408234
RUNDC3B,-0.512343218,0.001991898
RUNX1,2.828602271,1.66E-80
RUNX1T1,-0.913541079,0.00012149
RUNX1T1,-0.913663955,6.08E-28
RUNX1T1,-0.922290994,6.84E-05
RUNX1T1,-0.56007454,0.000983997
RUNX1T1,-0.893608669,0.01301411
RUNX2,2.166859397,1.26E-07
RUNX3,6.478058443,8.80E-41
RUSC1,-0.850731443,2.76E-20
RUSF1,-0.577656649,0.03290435
RUVBL1,-0.933835219,8.88E-05
RUVBL1,-0.644686533,9.42E-05
RUVBL1,-0.78541078,0.000123084
RUVBL2,-0.634997958,0.000167008
RUVBL2,-0.588469218,0.000263661
RWDD2A,-0.694251995,0.001351089
RWDD2A,-1.291293139,2.23E-13
RWDD2B,-0.656442178,0.009185837
RWDD4,-0.541845665,0.000242001
RWDD4,-0.571338224,0.000465278
RXFP1,3.506783568,8.17E-05
RXFP1,-1.733600648,4.06E-05
RXFP1,-2.834673709,3.04E-29
RXFP1,-0.878392014,0.007992235
RXFP3,-1.127525909,0.003313534
RXFP4,3.07094663,0.033535864
RXRA,-1.214964617,1.19E-07
RXRA,-1.21670024,0.000320747
RXRA,-0.770257669,0.000100675
RXRA,-0.547869597,0.000281488
RXRG,-1.114955517,0.00018443
RXRG,-2.180415552,2.49E-21
RXRG,-0.502945333,0.000266395
RYK,-0.64391073,0.006472561
RYR1,-1.275991999,0.007300728
RYR1,-0.902386537,1.46E-05
RYR1,-1.074185233,0.033783775
RYR1,-0.955583591,0.047009829
RYR2,-0.855668212,0.000138523
RYR2,-0.64110756,7.15E-22
RYR2,-0.695253038,4.82E-05
RYR3,-0.541911023,0.002666912
RYR3,-0.646807531,0.000455951
RYR3,-0.538610208,0.039368268
S100A1,-0.721588297,4.46E-09
S100A10,-1.052280157,2.20E-07
S100A10,-0.956927938,9.10E-07
S100A10,1.664988835,4.88E-60
S100A10,1.828379385,5.87E-05
S100A11,2.137938328,1.99E-05
S100A11,1.964639299,8.17E-05
S100A11,3.79725455,1.38E-37
S100A11,-0.68144275,0.027604647
S100A11,-1.312677865,0.000109054
S100A13,-0.660113965,1.75E-05
S100A13,-0.676968193,0.003910448
S100A14,-0.621920395,0.000347817
S100A16,-0.65595761,0.013149096
S100A16,-0.957842706,0.00013007
S100A3,1.599201093,0.001899018
S100A4,-1.596356946,1.59E-08
S100A4,-1.586035945,1.66E-08
S100A4,-1.513113782,1.66E-07
S100A4,-1.484004463,2.50E-05
S100A4,-1.296052556,5.82E-07
S100A4,-1.221375191,1.13E-06
S100A4,-1.109752244,1.20E-06
S100A4,3.98522399,1.64E-44
S100A4,-0.705709416,9.91E-05
S100A4,-0.625779309,0.000144142
S100A4,-0.633577558,0.000247251
S100A4,2.490418146,0.048627249
S100A5,-1.936494848,0.00069926
S100A5,-3.93649237,0.016212723
S100A6,2.8834162,6.44E-124
S100A6,2.429876687,0.042620396
S100A8,3.798994466,6.90E-13
S100A9,2.781152709,3.61E-08
S100B,-1.225055463,2.66E-06
S100B,-1.182939617,3.21E-05
S100B,-1.075564583,4.75E-06
S100B,-0.984158677,1.64E-05
S100B,-1.044573077,4.02E-05
S100B,-0.938706809,5.78E-05
S100B,-1.068631431,7.25E-06
S100B,-1.158444568,1.86E-53
S100B,-1.142801565,4.24E-05
S100G,-1.164328509,8.62E-05
S100PBP,-0.690573268,2.99E-10
S1PR1,-0.967197211,7.56E-05
S1PR1,-0.910990294,1.15E-05
S1PR1,-0.660904362,0.001430714
S1PR1,-0.672956154,1.52E-19
S1PR2,-0.545950939,0.000643967
S1PR2,2.320172577,3.10E-23
S1PR3,2.305777055,9.21E-06
S1PR3,2.54497131,4.57E-63
S1PR4,2.736233123,5.55E-05
S1PR5,-1.323153941,2.03E-05
S1PR5,-0.916822233,6.28E-05
S3-12,1.506081134,0.021010619
SAA1,4.406345466,5.31E-05
SAA1,4.524743182,0.000275446
SAA1 /// SAA2 /// SAA2-SAA4,-0.507894387,0.001357805
SAA2,-0.502158513,0.00413481
SAA2-SAA4,3.513664329,0.029820432
SAA2-SAA4 /// SAA4,-0.595553133,0.004602997
SAA3,5.014080122,6.71E-06
SAA3,9.883491875,1.23E-81
SAA3,6.100773127,1.66E-05
SAA3,4.530098263,0.025597381
SAA3P,-0.58294357,0.009355778
SAC3D1,-0.543914233,0.023783854
SAC3D1,-0.522523882,0.005264029
SACM1L,-0.576812559,0.008792698
SACS,-1.390747487,7.65E-08
SACS,-1.184472896,0.00294017
SACS,-0.775697483,0.000233502
SACS,-0.54484983,0.000221912
SACS,-0.905028051,3.36E-48
SACS,-0.61437541,0.00105354
SACS,-0.85858663,0.000489394
SAFB2,-0.717805609,0.000299855
SALL1,-1.050360974,2.27E-11
SALL2,-1.637328464,4.42E-08
SALL2,-1.252124157,1.41E-07
SALL2,-1.011525393,6.33E-05
SALL2,-0.879659962,6.87E-05
SALL2,-0.776744492,4.27E-19
SALL2,-0.545335419,0.024740756
SALL3,-1.00821013,2.11E-05
SALL3,-0.619413974,0.010388256
SALL3,-0.533751643,0.000333524
SALL4P5,5.034836607,0.009958197
SAMD1,-0.69574771,9.85E-06
SAMD1,-1.507251945,0.000870838
SAMD1,-0.908046987,9.50E-07
SAMD1,-0.754865843,0.005908138
SAMD10,-0.597282692,0.004399079
